title,author,description,target,isbn13
animals make us human,Temple Grandin and Catherine Johnson,helping animals better lives,animals make us human helping animals better lives,9780547248233
how we decide,Jonah Lehrer,art making better decisions,how we decide art making better decisions,9780547247991
"thirst no. 2: phantom, evil thirst, creatures of forever",Christopher Pike,girl struggles dreamedof transition undead mortal,"thirst no. 2: phantom, evil thirst, creatures of forever girl struggles dreamedof transition undead mortal",9781416983095
thirst no. 1,Christopher Pike,reissue last vampire 1994 black blood 1994 red dice 1995,thirst no. 1 reissue last vampire 1994 black blood 1994 red dice 1995,9781416983088
eternal,Cynthia Leitich Smith,vampires plus fallen angels equal romance,eternal vampires plus fallen angels equal romance,9780763647735
graceling,Kristin Cashore,girl endowed special talents also celebrated warrior,graceling girl endowed special talents also celebrated warrior,9780547258300
dark visions,L J Smith,school psychic teens,dark visions school psychic teens,9781416989561
the forest of hands and teeth,Carrie Ryan,place safe poorly gated community surrounded hungry zombies,the forest of hands and teeth place safe poorly gated community surrounded hungry zombies,9780385736824
the girl who could fly,Victoria Forester,girl soars nightmare villains tinker dna,the girl who could fly girl soars nightmare villains tinker dna,9780312602383
worst case,James Patterson and Michael Ledwidge,new york detective raising 10 children alone investigates string kidnappings killings teenagers villain unusual motives,worst case new york detective raising 10 children alone investigates string kidnappings killings teenagers villain unusual motives,9780316036221
the lost symbol,Dan Brown,robert langdon among masons,the lost symbol robert langdon among masons,9780385504225
poor little bitch girl,Jackie Collins,hollywood murder three beautiful 20something high school friends hot new york club owner,poor little bitch girl hollywood murder three beautiful 20something high school friends hot new york club owner,9780312567453
winter garden,Kristin Hannah,father’s death two sisters must cooperate run apple orchard care difficult mother,winter garden father’s death two sisters must cooperate run apple orchard care difficult mother,9780312364120
the man from beijing,Henning Mankell,massacre tiny swedish village roots past continents,the man from beijing massacre tiny swedish village roots past continents,9780307271860
the three weissmanns of westport,Cathleen Schine,two sisters — one logical one emotional — move mother exhusband kicks family apartment tribute austen’s “sense sensibility”,the three weissmanns of westport two sisters — one logical one emotional — move mother exhusband kicks family apartment tribute austen’s “sense sensibility”,9780374299040
the postmistress,Sarah Blake,ordinary life massachusetts small town american radio reporter england 1940s,the postmistress ordinary life massachusetts small town american radio reporter england 1940s,9780399156199
flirt,Laurell K Hamilton,anita blake vampire hunter males life,flirt anita blake vampire hunter males life,9780425235676
horns,Joe Hill,rape murder girlfriend distraught young man discovers grown horns,horns rape murder girlfriend distraught young man discovers grown horns,9780061147951
the girl who played with fire,Stieg Larsson,swedish hacker becomes murder suspect,the girl who played with fire swedish hacker becomes murder suspect,9780307269980
the midnight house,Alex Berenson,killing members secret unit interrogated terrorists cia agent john wells case,the midnight house killing members secret unit interrogated terrorists cia agent john wells case,9780399156205
"brava, valentine",Adriana Trigiani,italianamerican shoemaker faces challenges work family love second book trilogy,"brava, valentine italianamerican shoemaker faces challenges work family love second book trilogy",9780061257070
kisser,Stuart Woods,stone barrington new york cop turned lawyer pursues case financial fraud upper east side,kisser stone barrington new york cop turned lawyer pursues case financial fraud upper east side,9780399156113
the last surgeon,Michael Palmer,surgeon nurse track killer whose specialty murders don’t look like murder,the last surgeon surgeon nurse track killer whose specialty murders don’t look like murder,9780312587499
the swan thieves,Elizabeth Kostova,psychiatrist treats man slashed canvas national gallery drawn world french impressionism author “the historian”,the swan thieves psychiatrist treats man slashed canvas national gallery drawn world french impressionism author “the historian”,9780316065788
secrets of eden,Chris Bohjalian,murder domestic abuse spirituality secrets small vermont town,secrets of eden murder domestic abuse spirituality secrets small vermont town,9780307394972
the last song,Nicholas Sparks,17yearold girl spends summer divorced father north carolina finds many kinds love,the last song 17yearold girl spends summer divorced father north carolina finds many kinds love,9780446547567
roses,Leila Meacham,three generations small east texas town,roses three generations small east texas town,9780446550000
dead and gone,Charlaine Harris,sookie stackhouse searches killer werepanther,dead and gone sookie stackhouse searches killer werepanther,9780441017157
game change,John Heilemann and Mark Halperin,behind scenes 2008 election barack obama bill hillary clinton john elizabeth edwards john mccain sarah palin,game change behind scenes 2008 election barack obama bill hillary clinton john elizabeth edwards john mccain sarah palin,9780061733635
the politician,Andrew Young,tellall john edwards’s closest aide,the politician tellall john edwards’s closest aide,9780312640651
i am ozzy,Ozzy Osbourne with Chris Ayres,recollections heavy metal’s “prince darkness”,i am ozzy recollections heavy metal’s “prince darkness”,9780446569897
willie mays,James S Hirsch,life career baseball legend,willie mays life career baseball legend,9781416547907
on the brink,Henry M Paulson Jr,treasury secretary financial meltdown describes decisions made,on the brink treasury secretary financial meltdown describes decisions made,9780446561938
stones into schools,Greg Mortenson,building schools many girls northeast afghanistan takes “three cups tea” left,stones into schools building schools many girls northeast afghanistan takes “three cups tea” left,9780670021154
staying true,Jenny Sanford,ups downs life south carolina’s gov mark sanford estranged wife,staying true ups downs life south carolina’s gov mark sanford estranged wife,9780345522399
the checklist manifesto,Atul Gawande,following checklists makes surgery safer activities efficient doctor argues,the checklist manifesto following checklists makes surgery safer activities efficient doctor argues,9780805091748
making rounds with oscar,David Dosa,nursinghome cat comforts patients death near,making rounds with oscar nursinghome cat comforts patients death near,9781401323233
the quants,Scott Patterson,new breed math whizzes conquered wall street nearly destroyed,the quants new breed math whizzes conquered wall street nearly destroyed,9780307453372
just kids,Patti Smith,godmother punk recalls life robert mapplethorpe yearnings life art new york city 1960s ’70s first published 2010,just kids godmother punk recalls life robert mapplethorpe yearnings life art new york city 1960s ’70s first published 2010,9780066211312
superfreakonomics,Steven D Levitt and Stephen J Dubner,apply economic theory everything sequel originally published 2009,superfreakonomics apply economic theory everything sequel originally published 2009,9780060889579
going rogue,Sarah Palin,memoir former alaska governor vicepresidential candidate,going rogue memoir former alaska governor vicepresidential candidate,9780061939891
"change your brain, change your body",Daniel G Amen,using brainbody connection lose weight avoid depression,"change your brain, change your body using brainbody connection lose weight avoid depression",9780307463579
no angel,Jay Dons and Nils Johnson-Shelton,federal agent dobyns infiltrated inner circle hells angels motorcycle club,no angel federal agent dobyns infiltrated inner circle hells angels motorcycle club,9780307405869
the possessed,Elif Batuman,essays russian books people read,the possessed essays russian books people read,9780374532185
the next 100 years,George Friedman,analyst forecasters global predictions coming century,the next 100 years analyst forecasters global predictions coming century,9780767923057
lock and key,Sarah Dessen,crack appears girl’s cynicism,lock and key crack appears girl’s cynicism,9780142414729
cross fire,James Patterson,tracking murderer relative alex cross discovers wild washington scene explosive secrets,cross fire tracking murderer relative alex cross discovers wild washington scene explosive secrets,9780316018784
the wolf at the door,Jack Higgins,someone targeting members elite british intelligence team sean dillon investigates,the wolf at the door someone targeting members elite british intelligence team sean dillon investigates,9780399156120
a dark matter,Peter Straub,writer investigates happened wife others fell spell charismatic campus guru 1960s,a dark matter writer investigates happened wife others fell spell charismatic campus guru 1960s,9780385516389
the first rule,Robert Crais,elvis cole partner joe pike set clear reputation former military contractor murdered,the first rule elvis cole partner joe pike set clear reputation former military contractor murdered,9780399156137
"under the dome, part 1",Stephen King,town chesters mill suddenly inexplicably trapped invisible force field sealed rest world townspeople fall prey devious politician,"under the dome, part 1 town chesters mill suddenly inexplicably trapped invisible force field sealed rest world townspeople fall prey devious politician",9781439148501
too big to fail,Andrew Ross Sorkin,2008 financial implosion wall street washington new york times business columnist,too big to fail 2008 financial implosion wall street washington new york times business columnist,9780670021253
too big to fail,Andrew Ross Sorkin,2008 financial implosion wall street washington new york times business columnist,too big to fail 2008 financial implosion wall street washington new york times business columnist,9780670021253
open,Andre Agassi,tennis champion’s autobiography,open tennis champion’s autobiography,9780307268198
the lost symbol,Dan Brown,robert langdon among masons,the lost symbol robert langdon among masons,9780385533133
the last song,Nicholas Sparks,17yearold girl spends summer divorced father north carolina finds many kinds love,the last song 17yearold girl spends summer divorced father north carolina finds many kinds love,9780446558150
alex cross’s ‘trial’,James Patterson and Richard DiLallo,detective alex cross writes novel greatuncle fought klan,alex cross’s ‘trial’ detective alex cross writes novel greatuncle fought klan,9780316072625
south of broad,Pat Conroy,unlikely group’s friendship ’60s ’80s author prince tides,south of broad unlikely group’s friendship ’60s ’80s author prince tides,9780385413053
spartan gold,Clive Cussler with Grant Blackwood,husbandandwife treasure hunters search bottles wine napoleon’s “lost cellar”,spartan gold husbandandwife treasure hunters search bottles wine napoleon’s “lost cellar”,9780399156427
the white queen,Philippa Gregory,palace intrigue war roses author boleyn girl,the white queen palace intrigue war roses author boleyn girl,9781416563686
a gate at the stairs,Lorrie Moore,midwestern college student takes job nanny couple eve adoption author birds america,a gate at the stairs midwestern college student takes job nanny couple eve adoption author birds america,9780375409288
dark slayer,Christine Feehan,slayer travels wolf pack frees dragon­seeker prison falls love carpathian novel,dark slayer slayer travels wolf pack frees dragon­seeker prison falls love carpathian novel,9780425229736
206 bones,Kathy Reichs,temperance brennan accused mishandling autopsy,206 bones temperance brennan accused mishandling autopsy,9781439166239
the eleventh victim,Nancy Grace,prosecutor turned therapist drawn back crimefighting clients start getting murdered one one,the eleventh victim prosecutor turned therapist drawn back crimefighting clients start getting murdered one one,9781401394530
homer & langley,E L Doctorow,lives reclusive collyer brothers author “ragtime”,homer & langley lives reclusive collyer brothers author “ragtime”,9781400064946
that old cape magic,Richard Russo,longmarried couple wrestle dissatisfactions cape cod weekend author “empire falls”,that old cape magic longmarried couple wrestle dissatisfactions cape cod weekend author “empire falls”,9780375414961
dexter by design,Jeff Lindsay,serial killer arranges victims artful poses challenges miami police department blood splatter analyst dexter,dexter by design serial killer arranges victims artful poses challenges miami police department blood splatter analyst dexter,9780385518369
the host,Stephenie Meyer,first adult novel author twilight series teenagers aliens taken control minds bodies humans one woman won’t surrender originally published 2008,the host first adult novel author twilight series teenagers aliens taken control minds bodies humans one woman won’t surrender originally published 2008,9780316068048
the host,Stephenie Meyer,first adult novel author twilight series teenagers aliens taken control minds bodies humans one woman won’t surrender originally published 2008,the host first adult novel author twilight series teenagers aliens taken control minds bodies humans one woman won’t surrender originally published 2008,9780316068048
the host,Stephenie Meyer,first adult novel author twilight series teenagers aliens taken control minds bodies humans one woman won’t surrender originally published 2008,the host first adult novel author twilight series teenagers aliens taken control minds bodies humans one woman won’t surrender originally published 2008,9780316068048
the spire,Richard North Patterson,new college president opens inquiry murder occurred student,the spire new college president opens inquiry murder occurred student,9780805087734
true compass,Edward M Kennedy,late senator’s autobiography,true compass late senator’s autobiography,9781600247545
where men win glory,Jon Krakauer,story pat tillman nfl player enlisted 911 army’s coverup death friendly fire afghanistan,where men win glory story pat tillman nfl player enlisted 911 army’s coverup death friendly fire afghanistan,9780385522267
official book club selection,Kathy Griffin,humorous memoir star “my life dlist”,official book club selection humorous memoir star “my life dlist”,9780345518514
culture of corruption,Michelle Malkin,president obama team tax cheats petty crooks influence peddlers wall street cronies,culture of corruption president obama team tax cheats petty crooks influence peddlers wall street cronies,9781596981096
end the fed,Ron Paul,abolishing federal reserve texas congressman presidential candidate,end the fed abolishing federal reserve texas congressman presidential candidate,9780446568180
liberty and tyranny,Mark R Levin,conservative manifesto talkshow host president landmark legal foundation,liberty and tyranny conservative manifesto talkshow host president landmark legal foundation,9781416562856
in the president’s secret service,Ronald Kessler,agents presidents protect,in the president’s secret service agents presidents protect,9780307461353
shooting stars,LeBron James and Buzz Bissinger,james friends young basketball players coauthor wrote “friday night lights”,shooting stars james friends young basketball players coauthor wrote “friday night lights”,9781594202322
a bold fresh piece of humanity,Bill O’Reilly,fox news commentator upbringing career,a bold fresh piece of humanity fox news commentator upbringing career,9780767928823
the healing of america,T R Reid,industrialized democracies provide health care reasonable cost,the healing of america industrialized democracies provide health care reasonable cost,9781594202346
nurtureshock,Po Bronson and Ashley Merryman,report recent research challenges conventional wisdom childrearing,nurtureshock report recent research challenges conventional wisdom childrearing,9780446504126
strength in what remains,Tracy Kidder,medical student survives civil war genocide burundi flourishes united states,strength in what remains medical student survives civil war genocide burundi flourishes united states,9781400066216
traveling with pomegranates,Sue Monk Kidd and Ann Kidd Taylor,novelist “the secret life bees” daughter travel together europe difficult time lives,traveling with pomegranates novelist “the secret life bees” daughter travel together europe difficult time lives,9780670021208
inside of a dog,Alexandra Horowitz,world like dog’s point view,inside of a dog world like dog’s point view,9781416583400
inside of a dog,Alexandra Horowitz,world like dog’s point view,inside of a dog world like dog’s point view,9781416583400
half the sky,Nicholas D Kristof and Sheryl WuDunn,women’s equality “paramount moral challenge” era,half the sky women’s equality “paramount moral challenge” era,9780307267146
you were always mom’s favorite,Deborah Tannen,relationships sisters,you were always mom’s favorite relationships sisters,9781400066322
you were always mom’s favorite,Deborah Tannen,relationships sisters,you were always mom’s favorite relationships sisters,9781400066322
glenn beck’s ‘common sense’,Glenn Beck,thomas paineinspired thoughts government,glenn beck’s ‘common sense’ thomas paineinspired thoughts government,9781439168578
my life in france,Julia Child with Alex Prud’homme,julia child mastered art french cooking memoir,my life in france julia child mastered art french cooking memoir,9780307475015
i hope they serve beer in hell,Tucker Max,life selfabsorbed drunken womanizer,i hope they serve beer in hell life selfabsorbed drunken womanizer,9780806527284
julie & julia,Julie Powell,memoir trying every recipe mastering art french cooking,julie & julia memoir trying every recipe mastering art french cooking,9780316044271
when you are engulfed in flames,David Sedaris,humor essays middle age mortality giving smoking,when you are engulfed in flames humor essays middle age mortality giving smoking,9780316154680
wishful drinking,Carrie Fisher,memoir based fisher’s onewoman show,wishful drinking memoir based fisher’s onewoman show,9781439153710
the family,Jeff Sharlet,history fellowship secretive evangelical group active american politics,the family history fellowship secretive evangelical group active american politics,9780060560058
the reason for god,Timothy Keller,minister addresses common doubts defends faith christian god,the reason for god minister addresses common doubts defends faith christian god,9780525950493
"eat, pray, love",Elizabeth Gilbert,writer’s yearlong journey search self takes italy india indonesia,"eat, pray, love writer’s yearlong journey search self takes italy india indonesia",9780143058526
blue moon,Alyson Noël,immortal finds time’s secret,blue moon immortal finds time’s secret,9780312532765
evermore,Alyson Noël,immortals school,evermore immortals school,9780312532758
three cups of tea,Greg Mortenson and David Oliver Relin,former climber builds schools pakistani afghan villages,three cups of tea former climber builds schools pakistani afghan villages,9780670034826
alphas,Lisi Harrison,competition among girls exclusive boarding school,alphas competition among girls exclusive boarding school,9780316035798
the mysterious benedict society,Trenton Lee Stewart,gifted kids undertake mission,the mysterious benedict society gifted kids undertake mission,9780316057776
cloudy with a chance of meatballs: junior novelization,Stacia Deutsch and Rhody Cohon,movie tiein meteorological smorgasbord,cloudy with a chance of meatballs: junior novelization movie tiein meteorological smorgasbord,9781416961482
cloudy with a chance of meatballs: junior novelization,Stacia Deutsch and Rhody Cohon,movie tiein meteorological smorgasbord,cloudy with a chance of meatballs: junior novelization movie tiein meteorological smorgasbord,9781416961482
even money,Dick Francis and Felix Francis,bookmaker learns father believed long dead chief suspect murder mother,even money bookmaker learns father believed long dead chief suspect murder mother,9780399155918
republican gomorrah,Max Blumenthal,radical right defined culture personal crisis shaped troubled lives leaders,republican gomorrah radical right defined culture personal crisis shaped troubled lives leaders,9781568583983
a big little life,Dean Koontz,novelist adopts dog,a big little life novelist adopts dog,9781401323523
catastrophe,Dick Morris and Eileen McGann,stopping president obama transforms america socialist state,catastrophe stopping president obama transforms america socialist state,9780061771040
shop class as soulcraft,Matthew B Crawford,philosopher mechanic argues satisfactions challenges manual work,shop class as soulcraft philosopher mechanic argues satisfactions challenges manual work,9781594202230
zeitoun,Dave Eggers,travails syrianamerican man family hurricane katrina,zeitoun travails syrianamerican man family hurricane katrina,9781934781630
my stroke of insight,Jill Bolte Taylor,brain scientist shares learned 1996 stroke,my stroke of insight brain scientist shares learned 1996 stroke,9780452295544
nick of time,Ted Bell,time machine plus pirates nazis,nick of time time machine plus pirates nazis,9780312581435
always looking up,Michael J Fox,fox’s last 10 years struggles parkinson’s disease work activist foundation,always looking up fox’s last 10 years struggles parkinson’s disease work activist foundation,9781401303389
mommywood,Tori Spelling with Hilary Liftin,humorous stories hollywood motherhood,mommywood humorous stories hollywood motherhood,9781416599104
columbine,Dave Cullen,full account columbine massacre 10 years later,columbine full account columbine massacre 10 years later,9780446546935
house of cards,William D Cohan,fall bear stearns beginning wall street collapse,house of cards fall bear stearns beginning wall street collapse,9780385528269
might as well laugh about it now,Marie Osmond with Marcia Wilkie,actress singer shares perspectives life,might as well laugh about it now actress singer shares perspectives life,9780451226389
just when i thought i'd dropped my last egg,Kathie Lee Gifford,observations life lessons television host,just when i thought i'd dropped my last egg observations life lessons television host,9780345512062
the yankee years,Joe Torre and Tom Verducci,former yankee manager 19962007 years team,the yankee years former yankee manager 19962007 years team,9780385527408
"are you there, vodka? it’s me, chelsea",Chelsea Handler,humorous personal essays standup comedian,"are you there, vodka? it’s me, chelsea humorous personal essays standup comedian",9781416954125
a little bit wicked,Kristin Chenoweth with Joni Rodgers,oklahoma beauty queen tony awardwinning broadway star,a little bit wicked oklahoma beauty queen tony awardwinning broadway star,9781416580553
the lost city of z,David Grann,new yorker writer searches british explorer disappeared 80 years ago amazon,the lost city of z new yorker writer searches british explorer disappeared 80 years ago amazon,9780385513531
"jesus, interrupted",Bart D Ehrman,scholars’ discoveries new testament,"jesus, interrupted scholars’ discoveries new testament",9780061173936
priceless memories,Bob Barker with Dig Diehl,game show hosts life,priceless memories game show hosts life,9781599951355
a lion called christian,Anthony Bourke and John Rendall,two men buy pet lion cub london bring africa grown later heartwarming reunion update 1971 book,a lion called christian two men buy pet lion cub london bring africa grown later heartwarming reunion update 1971 book,9780767932301
my booky wook,Russell Brand,memoir sex drugs standup british comedian actor,my booky wook memoir sex drugs standup british comedian actor,9780061730412
the horse boy,Rupert Isaacson,familys quest help autistic son takes steppes mongolia,the horse boy familys quest help autistic son takes steppes mongolia,9780316008235
the horse boy,Rupert Isaacson,familys quest help autistic son takes steppes mongolia,the horse boy familys quest help autistic son takes steppes mongolia,9780316008235
inside the revolution,Joel C Rosenberg,power three groups middle east islamic radicals moderate reformers muslims becoming christians,inside the revolution power three groups middle east islamic radicals moderate reformers muslims becoming christians,9781414319315
the middle place,Kelly Corrigan,woman’s struggle cancer father’s helps gain new maturity,the middle place woman’s struggle cancer father’s helps gain new maturity,9781401340933
dreams from my father,Barack Obama,president life son black african father white american mother,dreams from my father president life son black african father white american mother,9781400082773
physics of the impossible,Michio Kaku,theoretical physicist discusses possibility phenomena like force fields teleportation time travel,physics of the impossible theoretical physicist discusses possibility phenomena like force fields teleportation time travel,9780385520690
a wolf at the table,Augusten Burroughs,memoir life cruel father,a wolf at the table memoir life cruel father,9780312428273
the forgotten man: graphic edition,"Amity Shlaes, Paul Rivoche and Chuck Dixon",reinterpretation new deal great depression,the forgotten man: graphic edition reinterpretation new deal great depression,9780060936426
the audacity of hope,Barack Obama,president proposes americans move beyond political divisions,the audacity of hope president proposes americans move beyond political divisions,9780307237705
god is not great,Christopher Hitchens,religion malignant force world,god is not great religion malignant force world,9780446697965
emergency,Neil Strauss,life might verge apocalypse,emergency life might verge apocalypse,9780060898779
armageddon in retrospect,Kurt Vonnegut,twelve unpublished writings war peace novelist died 2007,armageddon in retrospect twelve unpublished writings war peace novelist died 2007,9780425226896
the boy in the striped pajamas,John Boyne,boy’s innocence eroded evil times,the boy in the striped pajamas boy’s innocence eroded evil times,9780385751537
glass,Ellen Hopkins,addiction novel verse,glass addiction novel verse,9781416940913
tweak,Nic Sheff,addiction memoir “beautiful boy” also subject father’s account,tweak addiction memoir “beautiful boy” also subject father’s account,9781416972198
the summoning,Kelley Armstrong,girl sees ghosts locked,the summoning girl sees ghosts locked,9780061662690
wake,Lisa McMann,nightmares haunt janie dreamhopper,wake nightmares haunt janie dreamhopper,9781416974475
turn coat,Jim Butcher,book 11 dresden files series wizard detective chicago,turn coat book 11 dresden files series wizard detective chicago,9780451462565
just take my heart,Mary Higgins Clark,detective heart transplant discovers life risk tries murder case,just take my heart detective heart transplant discovers life risk tries murder case,9781416570868
long lost,Harlan Coben,myron bolitar helps exlover become suspect husband’s death search daughter,long lost myron bolitar helps exlover become suspect husband’s death search daughter,9780525951056
fatally flaky,Diane Mott Davidson,caterer goldy schulz tries outwit killer grounds aspen spa,fatally flaky caterer goldy schulz tries outwit killer grounds aspen spa,9780061348136
the associate,John Grisham,idealistic lawschool graduate forced take job large brutalizing law firm,the associate idealistic lawschool graduate forced take job large brutalizing law firm,9780385517836
borderline,Nevada Barr,duty vacation big bend national park anna pigeon rescues baby drawn crossborder intrigue,borderline duty vacation big bend national park anna pigeon rescues baby drawn crossborder intrigue,9780399155697
handle with care,Jodi Picoult,woman whose daughter dangerous birth defect must decide whether sue obstetrician old friend,handle with care woman whose daughter dangerous birth defect must decide whether sue obstetrician old friend,9780743296410
cursed,Carol Higgins Clark,pi regan reilly returns los angeles help friend bad luck,cursed pi regan reilly returns los angeles help friend bad luck,9781416562177
true detectives,Jonathan Kellerman,24th alex delaware novel interracial halfbrothers “bones” investigate young woman’s death,true detectives 24th alex delaware novel interracial halfbrothers “bones” investigate young woman’s death,9780345495143
lavender morning,Jude Deveraux,woman inherits house mystery virginia town first book new edilean series,lavender morning woman inherits house mystery virginia town first book new edilean series,9780743437202
corsair,Clive Cussler and Jack Du Brul,juan cabrillo crew oregon search missing secretary state whose plane shot,corsair juan cabrillo crew oregon search missing secretary state whose plane shot,9780399155390
the guernsey literary and potato peel pie society,Mary Ann Shaffer and Annie Barrows,journalist travels island guernsey meet residents resisted nazi occupation,the guernsey literary and potato peel pie society journalist travels island guernsey meet residents resisted nazi occupation,9780385340991
once a runner,John L Parker Jr,young runner trains critical race,once a runner young runner trains critical race,9781416597889
outcast,Aaron Allston,start new series extended skywalker family “star wars” novel,outcast start new series extended skywalker family “star wars” novel,9780345509062
malice,Lisa Jackson,new orleans detective stalked dead first wife,malice new orleans detective stalked dead first wife,9780758211842
run for your life,James Patterson and Michael Ledwidge,detective raising 10 children alone must stop killer targeted new york’s rich powerful,run for your life detective raising 10 children alone must stop killer targeted new york’s rich powerful,9780316018746
one second after,William R Forstchen,retired army colonel north carolina protects family nuclear blast disables power grid,one second after retired army colonel north carolina protects family nuclear blast disables power grid,9780765317582
smooth talking stranger,Lisa Kleypas,sister abandons baby woman finds falling love child putative father texas millionaire,smooth talking stranger sister abandons baby woman finds falling love child putative father texas millionaire,9780312351663
growing up again,Mary Tyler Moore,actress’s life type 1 diabetes,growing up again actress’s life type 1 diabetes,9780312376314
dewey,Vicki Myron with Bret Witter,kitten left freezing returnedbook slot iowa public library rise fame,dewey kitten left freezing returnedbook slot iowa public library rise fame,9780446407410
dewey,Vicki Myron with Bret Witter,kitten left freezing returnedbook slot iowa public library rise fame,dewey kitten left freezing returnedbook slot iowa public library rise fame,9780446407410
crazy love,Leslie Morgan Steiner,columnist’s memoir abusive relationship,crazy love columnist’s memoir abusive relationship,9780312377458
crazy love,Leslie Morgan Steiner,columnist’s memoir abusive relationship,crazy love columnist’s memoir abusive relationship,9780312377458
meltdown,Thomas E Woods Jr,freemarket look stockmarket collapse argument bailout,meltdown freemarket look stockmarket collapse argument bailout,9781596985872
meltdown,Thomas E Woods Jr,freemarket look stockmarket collapse argument bailout,meltdown freemarket look stockmarket collapse argument bailout,9781596985872
the soloist,Steve Lopez,columnist los angeles times meets homeless musician skid row sets change life,the soloist columnist los angeles times meets homeless musician skid row sets change life,9780425226001
standing up to the madness,Amy Goodman and David Goodman,profiles everyday americans working make difference world,standing up to the madness profiles everyday americans working make difference world,9781401309893
marley and me,John Grogan,lessons learned neurotic dog,marley and me lessons learned neurotic dog,9780061238222
coraline,Neil Gaiman,movie tiein,coraline movie tiein,9780380807345
slam,Nick Horn,skateboarder gets girlfriend pregnant would tony hawk,slam skateboarder gets girlfriend pregnant would tony hawk,9781594483455
the lost quilter,Jennifer Chiaverini,life fugitive slave sent south carolina plantation elm creek quilts novel,the lost quilter life fugitive slave sent south carolina plantation elm creek quilts novel,9781416533160
pursuit,Karen Robards,lawyer survives suspicious car crash killed first lady,pursuit lawyer survives suspicious car crash killed first lady,9780399155420
rides a dread legion,Raymond E Feist,enemies unite demon horde book 1 demonwar saga,rides a dread legion enemies unite demon horde book 1 demonwar saga,9780061468360
heart and soul,Maeve Binchy,doctor establishes heart clinic dublin neighborhood,heart and soul doctor establishes heart clinic dublin neighborhood,9780307265791
promises in death,J D Robb,lt eve dallas investigates colleague’s murder nora roberts writing pseudonymously,promises in death lt eve dallas investigates colleague’s murder nora roberts writing pseudonymously,9780399155482
the long fall,Walter Mosley,introducing leonid mcgill new york private detective complicated past,the long fall introducing leonid mcgill new york private detective complicated past,9781594488580
the christmas sweater,Glenn Beck with Kevin Balfe and Jason Wright,boy learns disappointment mother’s gift,the christmas sweater boy learns disappointment mother’s gift,9781416594857
just after sunset,Stephen King,short stories blending fantasy psychological realism,just after sunset short stories blending fantasy psychological realism,9781439115305
divine justice,David Baldacci,members washington’s camel club rally save leader hiding town divine va,divine justice members washington’s camel club rally save leader hiding town divine va,9780446195508
the hour i first believed,Wally Lamb,man reconstructs five generations family history secrets cache old diaries letters,the hour i first believed man reconstructs five generations family history secrets cache old diaries letters,9780060393496
a mercy,Toni Morrison,17thcentury america slave mother urges northern farmer buy daughter better life,a mercy 17thcentury america slave mother urges northern farmer buy daughter better life,9780307264237
the gate house,Nelson DeMille,sequel “the gold coast” 1990 tax attorney exwife explore reconciliation,the gate house sequel “the gold coast” 1990 tax attorney exwife explore reconciliation,9780446533423
extreme measures,Vince Flynn,mitch rapp teams cia colleague fight terrorist cell — politicians would rein,extreme measures mitch rapp teams cia colleague fight terrorist cell — politicians would rein,9780743270427
salvation in death,J D Robb,lt eve dallas investigates murder mysterious priest nora roberts writing pseudonymously,salvation in death lt eve dallas investigates murder mysterious priest nora roberts writing pseudonymously,9780399155222
the lucky one,Nicholas Sparks,marine returning home sets track woman whose photo found iraq,the lucky one marine returning home sets track woman whose photo found iraq,9780446579933
swallowing darkness,Laurell K Hamilton,seventh meredith gentry paranormal romance meredith pregnant twins,swallowing darkness seventh meredith gentry paranormal romance meredith pregnant twins,9780345495938
the story of edgar sawtelle,David Wroblewski,mute takes refuge three dogs wisconsin woods father’s death,the story of edgar sawtelle mute takes refuge three dogs wisconsin woods father’s death,9780061374227
the brass verdict,Michael Connelly,harry bosch mickey haller lincoln lawyer team find killer,the brass verdict harry bosch mickey haller lincoln lawyer team find killer,9780316166294
the bodies left behind,Jeffery Deaver,sheriff’s deputy hunted wisconsin woods hit men finds scene crime,the bodies left behind sheriff’s deputy hunted wisconsin woods hit men finds scene crime,9781416595618
midnight,Sister Souljah,boy sudan struggles protect mother sister remain true islamic principles brooklyn housing project,midnight boy sudan struggles protect mother sister remain true islamic principles brooklyn housing project,9781416545187
ender in exile,Orson Scott Card,latest entry “ender” science fiction series,ender in exile latest entry “ender” science fiction series,9780765304964
a good woman,Danielle Steel,american society girl made new life doctor world war france returns new york,a good woman american society girl made new life doctor world war france returns new york,9780385340267
testimony,Anita Shreve,sex scandal vermont prep school caught tape,testimony sex scandal vermont prep school caught tape,9780316059862
bones,Jonathan Kellerman,psychologistdetective alex delaware called women’s bodies keep turning los angeles marsh,bones psychologistdetective alex delaware called women’s bodies keep turning los angeles marsh,9780345495136
too fat to fish,Artie Lange with Anthony Bozza,humorous memories comedian member cast “the howard stern show”,too fat to fish humorous memories comedian member cast “the howard stern show”,9780385526562
american lion,Jon Meacham,andrew jackson seventh president white house editor newsweek,american lion andrew jackson seventh president white house editor newsweek,9781400063253
"hot, flat, and crowded",Thomas L Friedman,green revolution renew america new york times columnist,"hot, flat, and crowded green revolution renew america new york times columnist",9780374166854
the snowball,Alice Schroeder,life warren buffett,the snowball life warren buffett,9780553805093
the american journey of barack obama,the editors of Life magazine,photographs essays starting obama’s birth hawaii,the american journey of barack obama photographs essays starting obama’s birth hawaii,9780316045605
call me ted,Ted Turner with Bill Burke,entrepreneur’s personal story,call me ted entrepreneur’s personal story,9780446581899
