genre,title,author,description,isbn13,weeks,rating,target
Paperback Graphic Books,"the walking dead, vol. 13",Robert Kirkman and Charlie Adlard,world overrun zombies rick group survivors found new community danger lurks outside within walls,9781607063292,1,,"the walking dead, vol. 13 Robert Kirkman and Charlie Adlard world overrun zombies rick group survivors found new community danger lurks outside within walls"
Paperback Graphic Books,percy jackson & the olympians: the lightning thief,Robert Venditti and Attila Futaki,first prose novel rick riordan film story percy jackson discovers son greek god becomes graphic novel,9781423117100,7,,percy jackson & the olympians: the lightning thief Robert Venditti and Attila Futaki first prose novel rick riordan film story percy jackson discovers son greek god becomes graphic novel
Manga,"tokyo ghoul, vol. 3",Sui Ishida,ken must form truce humans ghouls order protect hinami counter ghoul investigators,9781421580388,2,,"tokyo ghoul, vol. 3 Sui Ishida ken must form truce humans ghouls order protect hinami counter ghoul investigators"
Manga,"akame ga kill!, vol. 4",Takahiro and Tetsuya Tashiro,tatsumi hopes earn money village working capital won’t easy place corruption rampant league assassins good guys,9780316340052,1,,"akame ga kill!, vol. 4 Takahiro and Tetsuya Tashiro tatsumi hopes earn money village working capital won’t easy place corruption rampant league assassins good guys"
Manga,"tokyo ghoul, vol. 1",Sui Ishida,ken kaneki attacked monster survives encounter becomes first halfhuman halfghoul hybrid,9781421580364,20,,"tokyo ghoul, vol. 1 Sui Ishida ken kaneki attacked monster survives encounter becomes first halfhuman halfghoul hybrid"
Manga,junji ito’s cat diary: yon and mu,Junji Ito,creator chronicles trials tribulations begrudgingly becomes cat owner,9781632361974,1,,junji ito’s cat diary: yon and mu Junji Ito creator chronicles trials tribulations begrudgingly becomes cat owner
Manga,"tokyo ghoul, vol. 2",Sui Ishida,ken adjusts new existence half–human half–ghoul hybrid little help friendly ghouls,9781421580371,11,,"tokyo ghoul, vol. 2 Sui Ishida ken adjusts new existence half–human half–ghoul hybrid little help friendly ghouls"
Manga,"horimiya, vol. 1",HERO and Daisuke Hagiwara,slice life comedy series follows two classmates navigate murky social waters school,9780316342032,1,,"horimiya, vol. 1 HERO and Daisuke Hagiwara slice life comedy series follows two classmates navigate murky social waters school"
Manga,"one-punch man, vol. 1",ONE and Yusuke Murata,series started web comic features hero named saitama defeat monster villain one punch,9781421585642,9,,"one-punch man, vol. 1 ONE and Yusuke Murata series started web comic features hero named saitama defeat monster villain one punch"
Manga,"the devil is a part–timer, vol. 3",Satoshi Wagahara and Akio Hiiragi,humiliating defeat devil forced assume human identity even satan eat make ends meet takes job fast food joint,9780316385084,1,,"the devil is a part–timer, vol. 3 Satoshi Wagahara and Akio Hiiragi humiliating defeat devil forced assume human identity even satan eat make ends meet takes job fast food joint"
Manga,"one-punch man, vol. 2",ONE and Yusuke Murata,saitama grows bored superhero agrees train cyborg teenager named genos,9781421585659,5,,"one-punch man, vol. 2 ONE and Yusuke Murata saitama grows bored superhero agrees train cyborg teenager named genos"
Manga,"naruto, vol. 72",Masashi Kishimoto,series comes dramatic conclusion naruto fights one final time secure peaceful future ninja world,9781421582849,4,,"naruto, vol. 72 Masashi Kishimoto series comes dramatic conclusion naruto fights one final time secure peaceful future ninja world"
Manga,"attack on titan, vol. 15",Hajime Isayama,hange discovers krista true heir throne installed queen kidnapped,9781612629797,2,,"attack on titan, vol. 15 Hajime Isayama hange discovers krista true heir throne installed queen kidnapped"
Manga,"big hero 6, vol. 1",Haruki Ueno,series based 2014 animated film hiro investigates disappearance brother tadashi help robot baymax,9780316263894,1,,"big hero 6, vol. 1 Haruki Ueno series based 2014 animated film hiro investigates disappearance brother tadashi help robot baymax"
Manga,"naruto, vol. 69",Masashi Kishimoto,series barrels toward conclusion naruto sasuke must work together defeat madara,9781421578569,4,,"naruto, vol. 69 Masashi Kishimoto series barrels toward conclusion naruto sasuke must work together defeat madara"
Manga,"monster musume, vol. 6",Okayado,teenager signs help mythical creatures assimilate society contend roommates sexy snake woman alluring centaur girl harpy likes flirt,9781626921207,4,,"monster musume, vol. 6 Okayado teenager signs help mythical creatures assimilate society contend roommates sexy snake woman alluring centaur girl harpy likes flirt"
Manga,soul eater vol. 25,Atsushi Ohkubo,final volume emerge victorious kishin shinigami,9780316377959,1,,soul eater vol. 25 Atsushi Ohkubo final volume emerge victorious kishin shinigami
Manga,"sword art online: fairy dance, vol. 3",Reki Kawahara and Tsubasa Haduki,kirito escaped virtual reality world sword art online must go inside another game try save woman loves,9780316383738,1,,"sword art online: fairy dance, vol. 3 Reki Kawahara and Tsubasa Haduki kirito escaped virtual reality world sword art online must go inside another game try save woman loves"
Manga,all you need is kill,"Hiroshi Sakurazaka, Ryosuke Takeuchi and Takeshi Obata",soldier battles aliens day adaptation science fiction novel upon film “edge tomorrow” based,9781421576015,4,,"all you need is kill Hiroshi Sakurazaka, Ryosuke Takeuchi and Takeshi Obata soldier battles aliens day adaptation science fiction novel upon film “edge tomorrow” based"
Manga,"attack on titan, vol. 1",Hajime Isayama,end humanity sure looks way left mankind must go hiding escape giant humanoids known titans,9781612620244,91,,"attack on titan, vol. 1 Hajime Isayama end humanity sure looks way left mankind must go hiding escape giant humanoids known titans"
Manga,"seraph of the end, vol. 4",Takaya Kagami and Yamato Yamamoto,yuichiro mission kill every vampire existence order accomplish goal must become master demon–possessed weaponry,9781421571539,3,,"seraph of the end, vol. 4 Takaya Kagami and Yamato Yamamoto yuichiro mission kill every vampire existence order accomplish goal must become master demon–possessed weaponry"
Manga,"assassination classroom, vol. 2",Yusei Matsui,students class 3–e one assignment kill teacher course teacher also supremely powerful easier said done,9781421576084,5,,"assassination classroom, vol. 2 Yusei Matsui students class 3–e one assignment kill teacher course teacher also supremely powerful easier said done"
Manga,legend of zelda: a link to the past,Shotaro Ishinomori,long–out–of–print adaptation classic video game — originally appeared nintendo power magazine early 90s — collected,9781421575414,4,,legend of zelda: a link to the past Shotaro Ishinomori long–out–of–print adaptation classic video game — originally appeared nintendo power magazine early 90s — collected
Manga,"trinity seven, vol.1",Kenji Saitou and Akinari Nao,arata kasuga enrolls royal biblia academy order master seven magical arts solve mystery behind cousin’s disappearance,9780316302210,2,,"trinity seven, vol.1 Kenji Saitou and Akinari Nao arata kasuga enrolls royal biblia academy order master seven magical arts solve mystery behind cousin’s disappearance"
Manga,"is it wrong to try to pick up girls in a dungeon?, vol. 1",Fujino Omori and Kunieda,dungeon filled monsters may seem like strange place romance that’s exactly happens young adventurer meets swordswoman dreams,9780316302173,2,,"is it wrong to try to pick up girls in a dungeon?, vol. 1 Fujino Omori and Kunieda dungeon filled monsters may seem like strange place romance that’s exactly happens young adventurer meets swordswoman dreams"
Manga,"sword art online: girls’ ops, vol. 1",Reki Kawahara and Neko Nekoou,liz silica leafa spin adventures include search magical ring attempt mend swordman’s broken heart,9780316342056,2,,"sword art online: girls’ ops, vol. 1 Reki Kawahara and Neko Nekoou liz silica leafa spin adventures include search magical ring attempt mend swordman’s broken heart"
Manga,"high school dxd, vol. 5","Hiroji Mishima, Ichiei Ishibumi and Zero Miyama",issei hyodo’s first date yuma amano end well instead goodnight kiss kills death beginning reincarnated devil,9780316258845,1,,"high school dxd, vol. 5 Hiroji Mishima, Ichiei Ishibumi and Zero Miyama issei hyodo’s first date yuma amano end well instead goodnight kiss kills death beginning reincarnated devil"
Manga,"rosario+vampire: season ii, vol. 14",Akihisa Ikeda,life high school filled werewolves vampires continues,9781421579672,4,,"rosario+vampire: season ii, vol. 14 Akihisa Ikeda life high school filled werewolves vampires continues"
Manga,"assassination classroom, vol. 1",Yusei Matsui,students class 3–e one assignment kill teacher course teacher also supremely powerful easier said done,9781421576077,13,,"assassination classroom, vol. 1 Yusei Matsui students class 3–e one assignment kill teacher course teacher also supremely powerful easier said done"
Manga,"soul eater, vol. 10",Atsushi Ohkubo,maka arms expert wants turn soul eater living scythe ultimate weapon death,9780316071147,1,,"soul eater, vol. 10 Atsushi Ohkubo maka arms expert wants turn soul eater living scythe ultimate weapon death"
Manga,"tenjo tenge, vol. 8",Oh! Great Staff,welcome todo high whose student body composed toughest brawlers,9781421540153,1,,"tenjo tenge, vol. 8 Oh! Great Staff welcome todo high whose student body composed toughest brawlers"
Manga,"puella magi madoka magica, vol. 2",Magica Quartet Staff,magical dreams madoka kaname suddenly becoming reality,9780316217156,1,,"puella magi madoka magica, vol. 2 Magica Quartet Staff magical dreams madoka kaname suddenly becoming reality"
Manga,"the betrayal knows my name, vol. 4",Hotaru Odagiri,yuki sakuragi power read thoughts anyone touches power burden met zess beautiful stranger somehow familiar afoot,9780316216159,1,,"the betrayal knows my name, vol. 4 Hotaru Odagiri yuki sakuragi power read thoughts anyone touches power burden met zess beautiful stranger somehow familiar afoot"
Manga,"omamori himari, vol. 8",Milan Matra,himari catspirit sworn protect teenage yuuto,9780316209427,1,,"omamori himari, vol. 8 Milan Matra himari catspirit sworn protect teenage yuuto"
Manga,"yu-gi-oh! gx, vol. 9",Naoyuki Kageyama,next generation yugioh battle duel academy,9781421542126,3,,"yu-gi-oh! gx, vol. 9 Naoyuki Kageyama next generation yugioh battle duel academy"
Manga,"the melancholy of haruhi suzumiya, vol. 13",Nagaru Tanigawa,sos brigade school club dedicated meeting time travelers aliens anyone fantastic main mission keep haruhi happy power destroy universe doesn’t know,9780316209496,1,,"the melancholy of haruhi suzumiya, vol. 13 Nagaru Tanigawa sos brigade school club dedicated meeting time travelers aliens anyone fantastic main mission keep haruhi happy power destroy universe doesn’t know"
Manga,"bleach, vol. 44",Tite Kubo,ichigo kurosaki sees dead people must help usher safely afterlife volume old alliances tested,9781421542973,3,,"bleach, vol. 44 Tite Kubo ichigo kurosaki sees dead people must help usher safely afterlife volume old alliances tested"
Manga,"bleach, vol. 45",Tite Kubo,ichigo kurosaki sees dead people must help usher safely afterlife volume aizen battles greatest captains soul society,9781421542980,3,,"bleach, vol. 45 Tite Kubo ichigo kurosaki sees dead people must help usher safely afterlife volume aizen battles greatest captains soul society"
Manga,"naruto, vol. 57",Masashi Kishimoto,ally naruto sacrifice life prevent naruto risking,9781421543062,5,,"naruto, vol. 57 Masashi Kishimoto ally naruto sacrifice life prevent naruto risking"
Manga,"sailor moon, vol. 3",Naoko Takeuchi,sailor moon fights justice name moon mysterious moon princess along way recruits girls sailor scouts join fight evil,9781935429760,2,,"sailor moon, vol. 3 Naoko Takeuchi sailor moon fights justice name moon mysterious moon princess along way recruits girls sailor scouts join fight evil"
Manga,"black butler, vol. 8",Yana Toboso,sebastian loyal butler moves easily dinner parties underworld good true even human,9780316189651,1,,"black butler, vol. 8 Yana Toboso sebastian loyal butler moves easily dinner parties underworld good true even human"
Manga,"highschool of the dead, vol. 5",Daisuke Sato and Shouji Sato,mysterious disease turned high school’s student body zombies,9780316132466,1,,"highschool of the dead, vol. 5 Daisuke Sato and Shouji Sato mysterious disease turned high school’s student body zombies"
Manga,"durarara!!, vol. 1",Ryohgo Narita and Akiyo Satorigi,welcome life ikebukuro japanese city lots unusual activity including black biker rumored headless,9780316204903,1,,"durarara!!, vol. 1 Ryohgo Narita and Akiyo Satorigi welcome life ikebukuro japanese city lots unusual activity including black biker rumored headless"
Manga,"pandora hearts, vol. 8",Jun Mochizuki,secrets past world echoes wonderland visited alice revealed,9780316197250,1,,"pandora hearts, vol. 8 Jun Mochizuki secrets past world echoes wonderland visited alice revealed"
Manga,"naruto, vol. 54",Masashi Kishimoto,naruto wants great ninja locked battle decide fate land,9781421541020,4,,"naruto, vol. 54 Masashi Kishimoto naruto wants great ninja locked battle decide fate land"
Manga,"arisa, vol. 6",Natsumi Ando,tsubasa impersonates twin sister arisa school order find caused attempt suicide,9781612620398,1,,"arisa, vol. 6 Natsumi Ando tsubasa impersonates twin sister arisa school order find caused attempt suicide"
Manga,"black god, vol. 15",Dall-Young Lim and Sung-Woo Park,keita’s trip enjoy ramen gets trippy protects bonds guardian coexistence equilibrium,9780316189620,1,,"black god, vol. 15 Dall-Young Lim and Sung-Woo Park keita’s trip enjoy ramen gets trippy protects bonds guardian coexistence equilibrium"
Manga,"naruto, vol. 53",Masashi Kishimoto,naruto wants great ninja must confront inner demons waterfall truth,9781421540498,8,,"naruto, vol. 53 Masashi Kishimoto naruto wants great ninja must confront inner demons waterfall truth"
Manga,"rosario+vampire season ii, vol. 7",Akihisa Ikeda,life high school filled werewolves vampires continues,9781421540269,4,,"rosario+vampire season ii, vol. 7 Akihisa Ikeda life high school filled werewolves vampires continues"
Manga,"soulless, vol. 2",Gail Carriger,alexia tarabotti soul negate supernatural powers finds middle vampire mystery clear name,9780316182065,1,,"soulless, vol. 2 Gail Carriger alexia tarabotti soul negate supernatural powers finds middle vampire mystery clear name"
Manga,"alice in the country of clover: cheshire cat waltz, vol. 3",QuinRose,reimagining lewis carrolls alices adventures wonderland cheshire cat disguised human named boris vies alices affections,9781935934936,2,,"alice in the country of clover: cheshire cat waltz, vol. 3 QuinRose reimagining lewis carrolls alices adventures wonderland cheshire cat disguised human named boris vies alices affections"
Manga,"naruto, vol. 59",Masashi Kishimoto,naruto allies battle army undead ninjas unexpected resurrection throws loop,9781421549422,3,,"naruto, vol. 59 Masashi Kishimoto naruto allies battle army undead ninjas unexpected resurrection throws loop"
Manga,"spice and wolf, vol. 7",Isuna Hasekura,kraft lawrence young merchant finds companion holo wolfgod harvest,9780316229111,1,,"spice and wolf, vol. 7 Isuna Hasekura kraft lawrence young merchant finds companion holo wolfgod harvest"
Manga,"omamori himari, vol. 9",Milan Matra,himari catspirit sworn protect teenage yuto,9780316229159,1,,"omamori himari, vol. 9 Milan Matra himari catspirit sworn protect teenage yuto"
Manga,"love hina omnibus, vol. 4",Ken Akamatsu,keitaro urashima forced live grandmother fails entrance exams tokyo university grandmother owns operate allgirl dorm shenanigans ensue,9781612620213,1,,"love hina omnibus, vol. 4 Ken Akamatsu keitaro urashima forced live grandmother fails entrance exams tokyo university grandmother owns operate allgirl dorm shenanigans ensue"
Manga,"bleach, vol. 50",Tite Kubo,ichigo kurosaki sees dead people must help usher safely afterlife volume ichigo chance normal life disrupted,9781421543031,3,,"bleach, vol. 50 Tite Kubo ichigo kurosaki sees dead people must help usher safely afterlife volume ichigo chance normal life disrupted"
Manga,"miles edgeworth, ace attorney investigations, vol. 3",Kenji Kuroda,latest case miles involves death executive suicide murder result ancient curse justice served,9781612620961,1,,"miles edgeworth, ace attorney investigations, vol. 3 Kenji Kuroda latest case miles involves death executive suicide murder result ancient curse justice served"
Manga,"one piece, vol. 65",Eiichiro Oda,monkey luffy motley crew wouldbe pirates search legendary treasure called “one piece”,9781421549798,3,,"one piece, vol. 65 Eiichiro Oda monkey luffy motley crew wouldbe pirates search legendary treasure called “one piece”"
Manga,"haganai, vol. 1",Yomi Hirasaka and Itachi,high school misfits unite neighbors club attempt better fit classmates ever accept,9781937867126,1,,"haganai, vol. 1 Yomi Hirasaka and Itachi high school misfits unite neighbors club attempt better fit classmates ever accept"
Manga,"negima! magister negi magi, vol. 34",Ken Akamatsu,negi boy wizard learns teaching english allgirls high school japan must keep powers secret,9781612621166,1,,"negima! magister negi magi, vol. 34 Ken Akamatsu negi boy wizard learns teaching english allgirls high school japan must keep powers secret"
Manga,"air gear, vol. 23",Oh!Great,series tells story itsuki minami toughest kid higashi junior high school,9781612620282,1,,"air gear, vol. 23 Oh!Great series tells story itsuki minami toughest kid higashi junior high school"
Manga,"gto: the early years, vol. 12",Tohru Fujisawa,series focuses early days eikichi onizuka later becomes another series great teacher onizuka gto,9781932234862,1,,"gto: the early years, vol. 12 Tohru Fujisawa series focuses early days eikichi onizuka later becomes another series great teacher onizuka gto"
Manga,"black butler, vol. 9",Yana Toboso,sebastian loyal butler moves easily dinner parties underworld good true even human,9780316189675,1,,"black butler, vol. 9 Yana Toboso sebastian loyal butler moves easily dinner parties underworld good true even human"
Manga,"durarara!!, vol. 2",Ryohgo Narita,welcome life ikebukuro japanese city lots unusual activity including black biker rumored headless,9780316209311,1,,"durarara!!, vol. 2 Ryohgo Narita welcome life ikebukuro japanese city lots unusual activity including black biker rumored headless"
Manga,"naruto, vol. 55",Masashi Kishimoto,naruto middle great war — opposing side horde animated dead ninjas,9781421541525,6,,"naruto, vol. 55 Masashi Kishimoto naruto middle great war — opposing side horde animated dead ninjas"
Manga,"rosario+vampire, season ii, vol. 8",Akihisa Ikeda,life high school filled werewolves vampires continues,9781421540504,4,,"rosario+vampire, season ii, vol. 8 Akihisa Ikeda life high school filled werewolves vampires continues"
Manga,"highschool of the dead, vol. 6",Daisuke Sato,mysterious disease turned high school’s student body zombies volume mall breached undead,9780316209434,1,,"highschool of the dead, vol. 6 Daisuke Sato mysterious disease turned high school’s student body zombies volume mall breached undead"
Manga,"sailor moon, vol. 4",Naoko Takeuchi,sailor moon fights justice name moon mysterious moon princess along way recruits girls sailor scouts join fight evil,9781612620008,5,,"sailor moon, vol. 4 Naoko Takeuchi sailor moon fights justice name moon mysterious moon princess along way recruits girls sailor scouts join fight evil"
Manga,"bleach, vol. 39",Tite Kubo,ichigo kurosaki sees dead people must help usher safely afterlife,9781421535982,3,,"bleach, vol. 39 Tite Kubo ichigo kurosaki sees dead people must help usher safely afterlife"
Manga,"fruit baskets, vol. 22",Natsuki Takaya,series humans possessed animals chinese zodiac,9782921548649,3,,"fruit baskets, vol. 22 Natsuki Takaya series humans possessed animals chinese zodiac"
Manga,"naruto, vol. 41",Masashi Kishimoto,secret past comes back haunt naruto’s teacher jiraiya,9782923563190,4,,"naruto, vol. 41 Masashi Kishimoto secret past comes back haunt naruto’s teacher jiraiya"
Manga,"naruto, vol. 40",Masashi Kishimoto,journey land rain unveils secret,9781421528410,5,,"naruto, vol. 40 Masashi Kishimoto journey land rain unveils secret"
Manga,"naruto, vol. 43",Masashi Kishimoto,naruto’s former teammate sasuke learns vital details family’s past,9781421529295,2,,"naruto, vol. 43 Masashi Kishimoto naruto’s former teammate sasuke learns vital details family’s past"
Manga,"naruto, vol. 42",Masashi Kishimoto,naruto’s teacher jiraiya must delve deep past uncover secret pain’s origin,9781421528434,1,,"naruto, vol. 42 Masashi Kishimoto naruto’s teacher jiraiya must delve deep past uncover secret pain’s origin"
Manga,negima! 21 (magister negi magi),Ken Akamatsu,young wizard negi springfield takes students search father,9781439562093,1,,negima! 21 (magister negi magi) Ken Akamatsu young wizard negi springfield takes students search father
Manga,"naruto, vol. 39",Masashi Kishimoto,ninja world naruto threatned old enemy,9780824210861,5,,"naruto, vol. 39 Masashi Kishimoto ninja world naruto threatned old enemy"
Manga,"vampire night, vol. 6",Matsuri Hino,cross academy day evening students latter secret vampires,9780345485908,3,,"vampire night, vol. 6 Matsuri Hino cross academy day evening students latter secret vampires"
Manga,"bleach, vol. 26",Tite Kubo,ichigo kurosaki sees dead people – must help souls find way afterlife,9786131798054,2,,"bleach, vol. 26 Tite Kubo ichigo kurosaki sees dead people – must help souls find way afterlife"
Manga,negima! 22,Ken Akamatsu,negi springfield boy wizard needs take skills next level rakan old friend rival father’s able help,9780345510303,1,,negima! 22 Ken Akamatsu negi springfield boy wizard needs take skills next level rakan old friend rival father’s able help
Manga,fullmetal alchemist 18,Hiromu Arakawa,two brothers harmed ritual half magichalf science seek legendary philosopher’s stone make things right others seek weapon alchemy nefarious means,9781439576144,2,,fullmetal alchemist 18 Hiromu Arakawa two brothers harmed ritual half magichalf science seek legendary philosopher’s stone make things right others seek weapon alchemy nefarious means
Manga,"naruto, vol. 44",Masashi Kishimoto,secret history sasukes family continues revealed,9781421531342,9,,"naruto, vol. 44 Masashi Kishimoto secret history sasukes family continues revealed"
Manga,tsubasa 21 (reservoir chronicle),Clamp,20 volumes readers series must know means “fai’s secret past revealed horrific detail lies laid bare”,9780345508096,1,,tsubasa 21 (reservoir chronicle) Clamp 20 volumes readers series must know means “fai’s secret past revealed horrific detail lies laid bare”
Manga,"vampire knight, vol. 7",Matsuri Hino,cross academy day evening students latter secret vampires,9781421526768,5,,"vampire knight, vol. 7 Matsuri Hino cross academy day evening students latter secret vampires"
Manga,"naruto, vol. 45",Masashi Kishimoto,jiraiya ninja mentor naruto put everything learned akatsuki organization code naruto decipher time,9781421531359,8,,"naruto, vol. 45 Masashi Kishimoto jiraiya ninja mentor naruto put everything learned akatsuki organization code naruto decipher time"
Manga,"fruits basket, vol. 23",Natsuki Takaya,series family possessed animals chinese zodiac secrets past revealed akito head clan finds control slipping,9781427808271,8,,"fruits basket, vol. 23 Natsuki Takaya series family possessed animals chinese zodiac secrets past revealed akito head clan finds control slipping"
Manga,"black bird, vol. 1",Kanoko Sakurakoji,misao harada see magic hidden world turns power demons wants exploit childhood friend kyo head demon clan help hurt,9781421527642,4,,"black bird, vol. 1 Kanoko Sakurakoji misao harada see magic hidden world turns power demons wants exploit childhood friend kyo head demon clan help hurt"
Manga,"rosario   vampire, vol. 8",Akihisa Ikeda,tsukune aono’s new school filled vampires werewolves human teenager survive,9781421519104,5,,"rosario   vampire, vol. 8 Akihisa Ikeda tsukune aono’s new school filled vampires werewolves human teenager survive"
Manga,"ninja girls, vol. 1",Hosana Tanaka,gaggle female ninjas plot bring raizo illegitimate son ruling family power,9780345512420,1,,"ninja girls, vol. 1 Hosana Tanaka gaggle female ninjas plot bring raizo illegitimate son ruling family power"
Manga,"sayonara, zetsubou-sensei: vol., 3",Koji Kumeta,zetsubou high school teacher suicidal thoughts survive encounters kafuka optimistic girl world,9780345510242,1,,"sayonara, zetsubou-sensei: vol., 3 Koji Kumeta zetsubou high school teacher suicidal thoughts survive encounters kafuka optimistic girl world"
Manga,"d. n. angel, vol. 12",Yukiru Sugisaki,daisuke niwa ordinary middle school student cruse turns phantom way cure get risa girl adores fall,9781427815934,5,,"d. n. angel, vol. 12 Yukiru Sugisaki daisuke niwa ordinary middle school student cruse turns phantom way cure get risa girl adores fall"
Manga,"fullmetal alchemist, vol. 19",Hiromu Arakawa,two brothers harmed ritual half magichalf science seek legendary philosopher’s stone make things right installment reveals father’s origin,9781421525686,7,,"fullmetal alchemist, vol. 19 Hiromu Arakawa two brothers harmed ritual half magichalf science seek legendary philosopher’s stone make things right installment reveals father’s origin"
Manga,"d. gray-man, vol. 14",Katsura Hoshino,protagonist 15yearold allen walker setting 19th century england mission find innocence substance used create weapons destroy akuma demons,9781421526003,4,,"d. gray-man, vol. 14 Katsura Hoshino protagonist 15yearold allen walker setting 19th century england mission find innocence substance used create weapons destroy akuma demons"
Combined Hardcover & Paperback Nonfiction,american sniper,Chris Kyle with Scott McEwen and Jim DeFelice,member navy seals career sniper kills united states military history discusses childhood marriage battlefield experiences iraq war,9780062238863,0,,american sniper Chris Kyle with Scott McEwen and Jim DeFelice member navy seals career sniper kills united states military history discusses childhood marriage battlefield experiences iraq war
Combined Hardcover & Paperback Nonfiction,my beloved world,Sonia Sotomayor,supreme court justice recalls growing bronx attending princeton becoming federal judge,9780307594884,0,,my beloved world Sonia Sotomayor supreme court justice recalls growing bronx attending princeton becoming federal judge
Combined Hardcover & Paperback Nonfiction,coolidge,Amity Shlaes,30th president reclaimed conservative hero biography,9780061967559,0,,coolidge Amity Shlaes 30th president reclaimed conservative hero biography
Combined Hardcover & Paperback Nonfiction,future,Al Gore,six drivers global change reshaping world,9780812992946,0,,future Al Gore six drivers global change reshaping world
Combined Hardcover & Paperback Nonfiction,killing kennedy,Bill O'Reilly and Martin Dugard,host “the o’reilly factor” recounts events surrounding assassination john f kennedy,9780805096668,0,,killing kennedy Bill O'Reilly and Martin Dugard host “the o’reilly factor” recounts events surrounding assassination john f kennedy
Combined Hardcover & Paperback Nonfiction,francona,Terry Francona and Dan Shaughnessy,memoirs red sox years manager baseball team 20042011,9780547928173,0,,francona Terry Francona and Dan Shaughnessy memoirs red sox years manager baseball team 20042011
Combined Hardcover & Paperback Nonfiction,drinking and tweeting,Brandi Glanville with Leslie Bruce,one “real housewives beverly hills” describes growing poor contentious divorce dui adventures,9781476707624,0,,drinking and tweeting Brandi Glanville with Leslie Bruce one “real housewives beverly hills” describes growing poor contentious divorce dui adventures
Combined Hardcover & Paperback Nonfiction,long shot,Mike Piazza with Lonnie Wheeler,catcher’s memoir,9781439150221,0,,long shot Mike Piazza with Lonnie Wheeler catcher’s memoir
Combined Hardcover & Paperback Nonfiction,no easy day,Mark Owen with Kevin Maurer,account mission killed osama bin laden former member navy seals,9780525953722,0,,no easy day Mark Owen with Kevin Maurer account mission killed osama bin laden former member navy seals
Combined Hardcover & Paperback Nonfiction,going clear,Lawrence Wright,pulitzer prizewinning author examines world scientology basis documentary film,9780307700667,0,,going clear Lawrence Wright pulitzer prizewinning author examines world scientology basis documentary film
Combined Hardcover & Paperback Nonfiction,remembering whitney,Cissy Houston with Lisa Dickey,gospel singer discusses daughter whitney’s life,9780062238399,0,,remembering whitney Cissy Houston with Lisa Dickey gospel singer discusses daughter whitney’s life
Combined Hardcover & Paperback Nonfiction,thomas jefferson,Jon Meacham,pulitzer prizewinning journalist celebrates jefferson’s skills practical politician,9781400067664,0,,thomas jefferson Jon Meacham pulitzer prizewinning journalist celebrates jefferson’s skills practical politician
Combined Hardcover & Paperback Nonfiction,detroit,Charlie LeDuff,television journalist staff writer times investigates reasons decline hometown,9781594205347,0,,detroit Charlie LeDuff television journalist staff writer times investigates reasons decline hometown
Combined Hardcover & Paperback Nonfiction,to sell is human,Daniel H Pink,insights social science move others,9781594487156,0,,to sell is human Daniel H Pink insights social science move others
Children’s Chapter Books,the throne of fire,Rick Riordan,kanes seek sun god ra book 2 kane chronicles,9781423140566,4,,the throne of fire Rick Riordan kanes seek sun god ra book 2 kane chronicles
Children’s Chapter Books,what happened to goodbye,Sarah Dessen,girl rediscovers parents’ bitter divorce,9780670012947,3,,what happened to goodbye Sarah Dessen girl rediscovers parents’ bitter divorce
Children’s Chapter Books,"the red pyramid: the kane chronicles, book one",Rick Riordan and Orpheus Collar,ancient gods time egypt mortal family meet,9781423113386,56,,"the red pyramid: the kane chronicles, book one Rick Riordan and Orpheus Collar ancient gods time egypt mortal family meet"
Children’s Chapter Books,the lost hero,Rick Riordan,return camp halfblood semidivine characters,9781423113393,33,,the lost hero Rick Riordan return camp halfblood semidivine characters
Children’s Chapter Books,tales from a not-so-popular party girl,Rachel Renée Russell,reflections nikki maxwell,9781416980087,41,,tales from a not-so-popular party girl Rachel Renée Russell reflections nikki maxwell
Children’s Chapter Books,dork diaries,Rachel Renée Russell,tales junior samuel pepys female variety,9781416980063,41,,dork diaries Rachel Renée Russell tales junior samuel pepys female variety
Children’s Chapter Books,the twilight saga: the official illustrated guide,Stephenie Meyer,definitive guide things “twilight”,9780316043120,7,,the twilight saga: the official illustrated guide Stephenie Meyer definitive guide things “twilight”
Children’s Chapter Books,divergent,Veronica Roth,girl must prove mettle dystopia split five factions,9780062024022,4,,divergent Veronica Roth girl must prove mettle dystopia split five factions
Children’s Chapter Books,beauty queens,Libba Bray,plane full pageant contestants crashes small tropical island,9780439895972,1,,beauty queens Libba Bray plane full pageant contestants crashes small tropical island
Children’s Chapter Books,i am number four,Pittacus Lore,members another civilization live secretly among earthdwellers,9780062026248,20,,i am number four Pittacus Lore members another civilization live secretly among earthdwellers
Children’s Chapter Books,the power of six,Pittacus Lore,nine loric aliens came earth seeking refuge six remain,9780061974557,1,,the power of six Pittacus Lore nine loric aliens came earth seeking refuge six remain
Children’s Chapter Books,bloodlines,Richelle Mead,moroi princess alchemist hide private school california,9781595143174,1,,bloodlines Richelle Mead moroi princess alchemist hide private school california
Children’s Chapter Books,miss peregrine's home for peculiar children,Ransom Riggs and Cassandra Jean,island abandoned orphanage collection curious photographs,9781594744761,12,,miss peregrine's home for peculiar children Ransom Riggs and Cassandra Jean island abandoned orphanage collection curious photographs
Children’s Chapter Books,darth paper strikes back: an origami yoda book,Tom Angleberger,origami yoda rescue,9781419700279,1,,darth paper strikes back: an origami yoda book Tom Angleberger origami yoda rescue
